15
15
ROW 1
11"21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 43 22 22 21 21 21 21 21 21 43 21 21 21 21 21 21 43 22 22 21 21 21 21 43 21 21 21 21 21 21 21 21 43 22 22 21 21 21 21 21 21 21 43 21 21 21 21 21 43 22 22 21 21 21 21 21 43 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 "
12"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 62 22 39 22 62 62 62 62 22 39 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 62 62 22 39 22 62 62 62 62 62 62 62 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
13"22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 39 22 62 62 62 62 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 22 22 22 22 22 22 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 62 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 62 62 62 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 62 62 62 62 62 62 62 62 62 62 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 "
14"22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 35 22 22 35 35 22 22 22 22 22 22 35 35 22 22 11 36 11 22 35 35 22 22 22 22 22 22 35 35 22 22 11 11 11 22 35 35 22 22 22 22 22 22 35 35 22 22 11 11 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 22 22 22 35 35 22 22 22 22 22 11 36 36 11 22 22 22 22 11 36 36 11 11 11 22 11 11 11 11 11 22 22 22 22 11 11 11 11 11 11 11 11 11 11 22 22 22 22 22 22 22 11 11 11 11 11 11 11 11 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
15"22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 "
ROW 06
1 "01 43 43 21 21 21 43 43 01 01 01 01 01 01 01 01 01 43 43 21 21 43 43 01 01 01 01 01 01 01 01 01 01 43 01 21 21 01 43 43 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 00 01 01 01 01 01 01 00 00 00 00 01 00 01 01 00 00 00 01 01 01 01 00 00 01 01 00 00 00 00 00 00 01 00 01 01 01 01 01 00 01 01 01 01 00 01 00 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 23 22 24 01 01 01 01 01 01 01 01 01 01 01 01 00 22 39 22 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 00 00 01 01 01 00 00 00 01 00 00 00 00 01 01 01 00 00 00 00 01 01 01 00 00 01 00 01 01 01 00 00 00 01 00 00 00 01 00 00 01 01 01 01 01 01 00 00 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
3 "01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 00 00 01 01 01 00 00 00 01 01 01 01 01 01 01 00 00 00 01 01 01 01 00 00 00 01 01 01 01 01 00 00 01 01 01 01 01 01 00 00 00 00 01 00 01 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
4 "01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 01 00 00 00 01 01 01 01 00 01 01 01 01 01 01 00 00 00 01 00 01 01 01 00 00 00 01 01 01 01 01 01 00 00 00 01 01 01 01 00 00 00 00 00 00 01 01 01 00 00 01 01 01 01 01 01 01 01 00 00 00 01 01 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 01 00 00 01 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 "
5 "01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 00 00 01 01 01 01 01 00 00 00 01 01 01 01 01 00 00 01 00 01 01 01 00 00 01 00 00 01 01 01 00 00 00 00 00 00 00 01 01 01 00 00 00 01 01 01 00 41 00 00 00 00 01 01 01 01 00 00 01 00 01 01 00 00 00 00 01 00 01 01 01 01 01 00 00 00 01 01 01 00 00 00 00 00 00 01 01 01 01 01 00 00 01 01 00 00 01 00 00 01 00 00 01 01 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 01 00 01 01 01 01 01 01 01 00 01 01 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
6 "22 43 43 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 22 22 22 21 21 21 22 43 21 21 21 21 21 21 21 21 22 39 22 43 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 22 43 21 21 21 21 21 21 21 21 22 43 21 21 21 22 22 22 21 21 21 21 21 21 21 21 22 43 21 21 21 22 39 22 22 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 43 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
7 "21 21 21 21 21 21 21 21 21 66 11 66 67 21 21 21 21 21 22 22 21 21 21 21 21 66 11 11 66 66 67 21 21 22 39 22 21 21 21 21 21 68 66 11 11 11 66 66 21 21 21 21 21 21 21 21 21 21 68 66 66 11 11 11 21 21 21 21 21 21 21 21 21 22 22 21 68 66 66 66 21 21 21 21 21 21 21 21 21 22 39 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 22 39 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
8 "21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 66 66 66 66 67 21 21 43 21 21 21 21 21 21 21 21 11 11 11 11 66 21 21 21 21 21 21 21 21 21 21 21 66 66 66 11 66 66 66 66 67 21 43 21 21 21 21 21 21 21 66 11 11 11 11 11 66 66 66 67 21 21 43 21 21 21 68 66 66 66 66 11 11 11 11 66 66 67 21 21 21 21 21 21 21 21 68 66 66 66 11 11 11 66 66 66 21 21 21 43 21 21 21 21 21 68 66 66 11 11 11 11 21 21 21 21 21 21 21 21 21 43 21 68 66 66 66 66 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
9 "21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 66 66 66 67 21 21 21 21 21 21 21 21 21 21 21 21 11 11 11 66 67 21 21 21 21 21 21 21 21 21 21 21 66 66 11 11 66 21 21 43 21 21 21 21 21 21 21 21 21 68 66 11 66 21 21 21 21 21 21 21 21 21 21 21 21 21 66 11 66 21 21 21 21 21 21 21 21 21 21 21 "
10"21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 "
11"21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 43 21 21 21 22 22 21 21 21 21 43 43 21 21 21 21 21 43 21 21 22 22 21 21 21 43 43 43 43 43 21 21 21 21 21 43 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
12"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 01 01 01 01 01 01 01 01 01 01 00 00 01 01 00 00 01 01 01 01 01 01 00 00 01 00 00 01 00 00 00 00 01 01 01 01 00 00 00 01 00 00 00 00 00 01 00 00 01 01 01 00 00 01 00 00 00 00 00 01 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 "
13"22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 22 22 22 22 22 22 00 01 00 00 00 01 01 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 "
14"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 39 22 22 22 22 22 22 22 22 22 22 22 22 22 22 01 00 01 22 22 22 22 22 22 22 22 22 22 22 22 01 01 00 01 01 22 22 22 22 22 22 00 01 01 00 01 01 00 00 00 00 00 00 01 01 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 "
15"22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 22 22 22 22 22 22 22 35 35 35 35 22 22 22 22 22 00 01 01 21 11 11 11 36 36 36 36 11 11 11 21 01 00 00 01 21 19 11 11 11 11 11 11 11 11 17 21 01 00 01 01 21 21 19 11 11 11 11 11 11 17 21 21 01 00 00 01 01 21 21 19 11 11 11 11 17 21 21 00 01 00 00 00 00 01 01 01 11 11 11 11 21 21 00 00 01 "
ROW 07
1 "01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 00 00 01 00 01 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 01 00 00 01 01 01 01 01 01 00 00 01 00 01 01 00 00 00 00 01 01 01 01 01 01 01 00 00 00 01 00 00 00 00 00 01 01 23 24 01 01 00 00 00 00 00 00 01 01 01 00 01 23 22 22 24 01 01 00 00 01 00 01 01 01 01 01 01 22 22 39 22 24 00 00 00 01 01 01 01 01 01 01 01 01 00 00 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
2 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 00 00 00 00 01 01 00 01 01 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 01 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 00 01 01 01 01 00 00 01 00 00 01 01 00 01 00 01 00 00 01 01 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 01 00 00 01 01 01 01 00 00 01 01 00 00 00 01 00 00 00 01 01 01 01 00 00 01 00 00 00 00 01 00 01 00 00 01 01 01 01 01 00 00 00 01 01 00 00 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 01 01 01 "
3 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 01 01 01 01 01 01 01 01 01 01 00 00 01 00 00 00 00 01 01 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 01 00 01 01 00 00 00 01 00 00 00 01 00 00 01 00 00 00 00 01 00 01 00 00 00 01 01 01 01 00 00 00 01 00 00 00 00 01 01 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 00 00 01 01 01 01 01 01 00 01 00 01 00 00 00 01 00 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 00 00 01 01 01 01 01 01 01 00 00 01 00 00 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
4 "01 01 01 01 01 01 01 00 00 00 00 01 01 01 01 01 00 00 01 01 01 01 01 01 00 00 00 01 01 01 01 01 00 00 00 01 01 01 01 01 00 00 00 01 01 01 01 01 00 00 00 00 00 01 01 00 00 00 00 00 01 01 01 01 01 01 00 00 00 01 01 01 00 01 00 01 01 01 01 00 01 01 00 00 00 01 01 01 01 00 00 01 01 01 00 00 01 01 01 00 00 01 01 01 01 00 00 01 01 00 00 00 01 01 01 00 00 00 00 01 01 00 01 01 01 00 00 00 01 01 01 01 00 00 00 00 00 00 01 01 00 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 00 00 01 01 01 01 01 01 01 01 00 01 01 00 00 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
5 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 00 00 00 00 00 01 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 01 00 03 02 02 02 02 02 02 02 05 01 01 00 01 00 00 00 02 01 00 00 01 00 00 00 02 00 01 00 00 00 02 02 07 00 00 01 00 00 01 01 02 00 01 00 00 00 00 00 00 00 01 01 01 00 00 00 02 00 01 01 01 00 01 00 01 00 01 01 01 00 03 02 07 00 01 01 01 01 01 01 00 01 01 00 00 00 02 00 01 00 01 01 01 01 01 01 01 01 01 01 00 00 02 00 00 01 01 01 01 01 01 01 01 01 01 01 00 00 02 00 01 01 01 "
6 "01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 74 75 76 01 00 01 00 01 01 01 01 01 01 01 01 74 73 73 73 76 00 00 00 12 14 01 01 01 01 01 01 73 73 73 73 73 00 00 12 11 11 11 14 01 01 01 00 73 73 34 73 73 00 00 18 11 11 20 11 01 01 01 00 00 40 02 40 00 00 00 00 11 11 11 11 14 01 01 00 00 42 02 42 40 42 00 00 11 11 11 11 11 01 01 01 00 40 09 02 05 40 00 12 11 20 11 11 16 01 01 01 00 42 40 42 02 42 00 18 11 11 11 16 00 01 01 01 00 00 00 40 02 40 00 00 18 11 16 00 01 01 01 01 01 00 00 42 02 42 00 00 00 00 01 01 01 01 01 01 01 01 00 40 02 40 00 01 01 01 01 01 01 01 "
7 "22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 43 21 21 21 21 21 21 21 43 21 21 21 21 21 21 22 43 21 43 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 43 43 21 21 21 21 21 43 21 21 21 21 21 22 22 22 22 43 43 21 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
8 "21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 43 21 21 43 21 21 21 21 21 21 21 21 21 21 43 43 43 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
9 "21 21 66 11 66 21 21 21 21 21 21 21 21 21 21 21 21 21 66 11 66 67 21 21 21 21 21 21 21 21 21 21 21 21 66 11 11 66 66 66 66 67 21 21 21 21 21 21 21 21 68 66 11 11 11 11 11 66 21 21 21 21 21 21 21 21 21 68 66 66 66 66 11 66 67 21 21 21 21 21 21 21 21 21 21 21 21 66 11 11 66 66 67 21 21 21 21 21 21 21 21 21 21 68 66 11 11 11 66 67 21 21 21 21 21 21 21 21 21 21 68 66 66 11 11 66 21 21 21 21 21 21 21 21 21 21 21 21 68 66 11 66 21 21 43 21 21 21 21 21 21 21 21 21 21 66 11 66 21 21 43 43 21 21 21 21 21 21 21 21 21 66 11 11 43 21 22 22 22 22 21 21 21 21 21 21 21 11 11 11 22 22 " 
10"21 21 21 21 21 21 21 21 21 21 21 21 21 22 22 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 22 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 43 43 21 21 43 43 43 43 21 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
11"22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 45 21 21 22 22 22 21 21 22 22 22 22 22 21 00 01 01 00 45 21 22 22 21 21 21 21 22 22 21 45 00 12 14 00 00 21 21 22 21 21 21 21 21 21 21 00 00 11 11 14 00 45 21 22 21 21 21 21 21 21 45 00 00 18 11 11 14 00 21 22 21 21 21 21 21 21 21 00 00 00 11 11 16 00 21 22 21 21 21 21 21 21 21 21 45 00 18 16 00 00 21 22 21 21 21 21 21 21 21 21 21 45 01 00 00 45 22 22 21 21 21 21 43 43 21 21 22 22 01 01 45 21 22 22 21 21 21 43 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
12"01 01 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 00 00 00 01 00 00 00 00 00 01 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 01 00 00 00 00 00 00 00 01 01 01 00 00 00 00 00 00 00 00 00 01 00 00 00 01 01 01 00 00 01 00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00 00 00 00 01 00 00 00 00 01 00 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 01 00 00 01 00 00 00 00 01 01 01 01 01 01 01 01 01 00 00 00 00 00 00 01 01 01 01 01 01 01 01 01 "
13"00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 12 11 11 11 00 00 00 00 00 00 00 00 12 11 11 11 11 11 11 11 00 00 00 00 00 01 00 12 11 11 11 11 11 11 11 11 00 01 00 00 00 00 00 11 11 11 11 11 11 11 11 11 00 00 00 00 00 00 12 11 11 11 11 11 16 01 01 01 01 01 00 01 00 00 11 11 11 11 01 01 01 01 01 01 01 01 01 01 01 00 11 11 11 11 01 01 01 01 01 01 01 01 01 01 01 01 20 20 20 20 01 01 01 01 01 01 "
14"00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00 00 01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 12 11 11 11 14 00 00 00 01 00 00 12 11 20 11 11 11 11 11 11 11 14 00 00 00 00 12 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 16 00 00 00 00 00 18 11 11 11 11 11 16 01 01 01 00 00 00 00 01 00 00 18 11 11 11 16 00 00 01 01 00 00 01 00 00 01 00 00 01 00 00 00 01 01 01 01 01 00 01 01 00 01 01 01 01 00 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 "
15"00 00 00 00 01 01 01 11 11 11 11 00 00 00 00 01 00 00 01 01 01 01 12 11 11 11 16 00 00 00 01 01 01 01 01 12 11 11 11 11 11 16 01 00 00 00 01 01 20 11 11 11 11 11 11 11 16 00 00 00 00 01 01 01 20 11 11 11 11 11 11 16 00 00 00 00 00 00 01 01 20 11 11 11 11 16 01 00 00 00 01 00 00 00 00 01 20 11 16 01 01 01 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 00 00 00 00 00 00 01 01 01 01 01 00 00 00 00 01 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 01 00 00 01 01 01 00 00 01 00 00 00 00 00 00 00 00 00 01 01 01 01 00 00 00 00 00 00 00 00 00 00 00 01 01 01 01 "
ROW 08
